id,term,category,weight
38165,bury,1907,69
38166,caught,1907,443
38167,liar,1907,113
38168,jealousy,1907,89
38169,melt,1907,93
38170,ketchup,1907,45
38171,lit,1907,780
38172,matches,1907,327
38173,wood,1907,507
38174,passion,1907,507
38175,forest,1907,291
38176,denied,1907,48
38177,fuel,1907,581
38178,exit,1907,62
38179,burned,1907,1132
38180,grows,1907,169
38181,match,1907,687
38182,higher,1907,534
38183,fork,1907,70
38184,meets,1907,159
38185,object,1907,236
38186,mature,1907,95
38187,spit,1907,82
38188,fire,1907,14575
38189,heart's,1907,43
38190,waters,1907,196
38191,burn,1907,4110
38192,hotter,1907,57
38193,destined,1907,47
38194,unstoppable,1907,160
38195,strike,1907,150
38196,drown,1907,123
38197,lighting,1907,134
38198,bombs,1907,79
38199,lighter,1907,480
38200,people's,1907,133
38201,fierce,1907,230
38202,spark,1907,621
38203,burns,1907,2589
38204,burnt,1907,274
38205,blocking,1907,102
38206,encounter,1907,148
38207,wire,1907,91
38208,desire,1907,1144
38209,catches,1907,29
38210,flames,1907,2423
38211,rage,1907,128
38212,light,1907,2139
38213,consumed,1907,130
38214,explode,1907,135
38215,ashes,1907,716
38216,isaiah,1907,120
38217,flame,1907,2870
38218,careless,1907,61
38219,smoke,1907,343
38220,candles,1907,143
38221,feeds,1907,46
38222,bonfire,1907,215
38223,miracles,1904,1198
38224,opinions,1904,507
38225,spoil,1904,62
38226,limited,1904,437
38227,drown,1904,368
38228,results,1904,583
38229,steve,1904,233
38230,drowned,1904,29
38231,follow,1904,645
38232,happen,1904,12547
38233,rarely,1904,174
38234,living,1904,1517
38235,thinking,1904,1413
38236,things,1904,11227
38237,make,1904,10748
38238,challenged,1904,61
38239,waste,1904,617
38240,happened,1904,1286
38241,noise,1904,736
38242,kinds,1904,455
38243,trapped,1904,516
38244,courage,1904,291
38245,importantly,1904,58
38246,drums,1904,65
38247,people's,1904,122
38248,that'll,1904,65
38249,cleared,1904,35
38250,types,1904,139
38251,reveal,1904,51
38252,other's,1904,133
38253,dramatic,1904,37
38254,else's,1904,276
38255,accomplishment,1904,34
38256,important,1904,1032
38257,voice,1904,523
38258,wonders,1904,551
38259,ordered,1905,1550
38260,office,1905,1905
38261,goodies,1905,103
38262,cds,1905,34
38263,hasn't,1905,246
38264,included,1905,121
38265,seal,1905,166
38266,ship,1905,158
38267,ebay,1905,155
38268,orders,1905,64
38269,delivered,1905,1758
38270,fed,1905,271
38271,checked,1905,403
38272,opened,1905,198
38273,certificate,1905,49
38274,item,1905,97
38275,ordering,1905,195
38276,royal,1905,183
38277,waiting,1905,2338
38278,passport,1905,325
38279,mail,1905,6012
38280,receiving,1905,97
38281,checks,1905,95
38282,junk,1905,280
38283,arrives,1905,168
38284,returned,1905,171
38285,sending,1905,261
38286,checking,1905,292
38287,dvds,1905,90
38288,deliver,1905,1007
38289,damaged,1905,58
38290,delivery,1905,1034
38291,amazon,1905,434
38292,visa,1905,45
38293,arrived,1905,1666
38294,printed,1905,62
38295,address,1905,294
38296,arriving,1905,146
38297,hurry,1905,288
38298,stack,1905,34
38299,box,1905,1159
38300,received,1905,782
38301,goods,1905,87
38302,shortly,1905,46
38303,package,1905,2940
38304,recieved,1905,442
38305,boxes,1905,268
38306,signed,1905,538
38307,order,1905,858
38308,collect,1905,207
38309,supplies,1905,51
38310,overnight,1905,101
38311,items,1905,82
38312,supposedly,1905,35
38313,arrive,1905,615
38314,ups,1905,612
38315,replacement,1905,113
38316,campaign,1902,2269
38317,supporting,1902,100
38318,december,1902,2106
38319,image,1902,160
38320,protest,1902,207
38321,human,1902,6396
38322,children,1902,4313
38323,memories,1902,6662
38324,character,1902,3216
38325,spread,1902,452
38326,awareness,1902,294
38327,profile,1902,6342
38328,picture,1902,7506
38329,invite,1902,4997
38330,monday,1902,5893
38331,favourite,1902,304
38332,abuse,1902,650
38333,facebook,1902,13096
38334,characters,1902,653
38335,child,1902,1105
38336,invasion,1902,4516
38337,cartoon,1902,5877
38338,change,1902,7253
38339,rights,1902,204
38340,violence,1902,4953
38341,children's,1902,187
38342,cartoons,1902,157
38343,faces,1902,5737
38344,stopping,1902,143
38345,dec,1902,2266
38346,childhood,1902,7047
38347,organic,1903,48
38348,spring,1903,986
38349,pot,1903,224
38350,smelling,1903,42
38351,autumn,1903,91
38352,seed,1903,297
38353,veggies,1903,129
38354,picked,1903,306
38355,dug,1903,62
38356,tend,1903,87
38357,roots,1903,118
38358,balcony,1903,49
38359,buds,1903,110
38360,delivered,1903,103
38361,flower,1903,4925
38362,leaf,1903,203
38363,rose,1903,1377
38364,neighbours,1903,66
38365,sunlight,1903,45
38366,desert,1903,118
38367,roses,1903,355
38368,bush,1903,177
38369,planted,1903,1046
38370,tragic,1903,61
38371,rare,1903,107
38372,digging,1903,116
38373,vegetable,1903,129
38374,newly,1903,36
38375,grows,1903,311
38376,tomatoes,1903,268
38377,butterfly,1903,98
38378,tomato,1903,178
38379,plant,1903,2087
38380,hose,1903,93
38381,garden,1903,11491
38382,dirt,1903,573
38383,prettiest,1903,40
38384,frost,1903,83
38385,trees,1903,492
38386,weed,1903,285
38387,grief,1903,58
38388,peppers,1903,54
38389,strawberries,1903,87
38390,weeds,1903,632
38391,olive,1903,2870
38392,backyard,1903,123
38393,flowers,1903,6809
38394,bloom,1903,1076
38395,grow,1903,1610
38396,bud,1903,107
38397,plants,1903,1451
38398,yard,1903,469
38399,fields,1903,116
38400,popping,1903,48
38401,perfume,1903,58
38402,beds,1903,297
38403,concrete,1903,54
38404,butterflies,1903,83
38405,seeds,1903,592
38406,decorate,1903,59
38407,shade,1903,147
38408,clearing,1903,39
38409,growing,1903,653
38410,grass,1903,498
38411,gardens,1903,501
38412,dried,1903,43
38413,chloe,1900,161
38414,rachel,1900,5717
38415,laura,1900,160
38416,lauren,1900,4715
38417,evan,1900,63
38418,eric,1900,144
38419,emily,1900,285
38420,jessie,1900,55
38421,heather,1900,174
38422,bff,1900,146
38423,ruby,1900,65
38424,noah,1900,53
38425,sara,1900,106
38426,ralph,1900,174
38427,anderson,1900,133
38428,kate,1900,123
38429,sleepover,1900,280
38430,danielle,1900,323
38431,courtney,1900,77
38432,thompson,1900,103
38433,katie,1900,338
38434,mel,1900,63
38435,bailey,1900,96
38436,watson,1900,847
38437,olivia,1900,137
38438,marie,1900,128
38439,rebecca,1900,154
38440,abby,1900,93
38441,emma,1900,3935
38442,christine,1900,135
38443,kayla,1900,89
38444,convo,1900,43
38445,steph,1900,83
38446,sissy,1900,92
38447,berry,1900,111
38448,chad,1900,97
38449,misses,1900,427
38450,ow,1900,5391
38451,jordan,1900,252
38452,jean,1900,73
38453,joey,1900,67
38454,lindsay,1900,77
38455,spreading,1901,364
38456,pop,1901,752
38457,jump,1901,1473
38458,heard,1901,602
38459,deed,1901,109
38460,aged,1901,83
38461,wreck,1901,105
38462,standing,1901,1692
38463,rumors,1901,500
38464,expert,1901,19
38465,sit,1901,2214
38466,screaming,1901,1271
38467,top,1901,1911
38468,sky,1901,853
38469,spread,1901,3520
38470,edward,1901,807
38471,teens,1901,942
38472,corn,1901,495
38473,eating,1901,1321
38474,advice,1901,1888
38475,cullen,1901,641
38476,wise,1901,1176
38477,twilight,1901,713
38478,advise,1901,105
38479,retard,1901,78
38480,word,1901,13598
38481,cry,1901,1640
38482,flip,1901,1149
38483,microsoft,1901,199
38484,cruel,1901,130
38485,careless,1901,63
38486,shouting,1901,34
38487,popcorn,1901,584
38488,robert,1901,711
38489,abilities,854,52
38490,formula,854,383
38491,leads,854,184
38492,attempts,854,46
38493,consists,854,65
38494,alternative,854,63
38495,happiness,854,1648
38496,discipline,854,71
38497,envy,854,103
38498,spite,854,161
38499,guaranteed,854,60
38500,improvement,854,58
38501,permanent,854,77
38502,enthusiasm,854,476
38503,fatal,854,84
38504,achieve,854,253
38505,greater,854,265
38506,loss,854,260
38507,define,854,172
38508,ambition,854,128
38509,strive,854,162
38510,desire,854,360
38511,satisfaction,854,175
38512,success,854,16111
38513,excellence,854,98
38514,victory,854,288
38515,reasonable,854,65
38516,yesterday's,854,41
38517,hustle,854,47
38518,essential,854,55
38519,triumph,854,145
38520,achieved,854,255
38521,carefully,854,36
38522,depends,854,200
38523,growth,854,79
38524,result,854,339
38525,measure,854,129
38526,fail,854,913
38527,operation,854,107
38528,preparation,854,524
38529,errors,854,69
38530,progress,854,305
38531,approach,854,51
38532,quitting,854,36
38533,humble,854,427
38534,ability,854,484
38535,dictionary,854,70
38536,communicate,854,73
38537,possibility,854,82
38538,succeed,854,1266
38539,struggle,854,268
38540,key,854,2697
38541,dedication,854,97
38542,inevitable,854,147
38543,produce,854,60
38544,disappointment,854,181
38545,defeat,854,435
38546,action,854,404
38547,experiences,854,96
38548,efforts,854,414
38549,commitment,854,172
38550,sorrows,854,211
38551,determine,854,57
38552,reached,854,241
38553,confidence,854,397
38554,opportunity,854,724
38555,confident,854,72
38556,greatness,854,110
38557,naturally,854,117
38558,option,854,507
38559,successful,854,1991
38560,failure,854,7265
38561,determination,854,461
38562,overwhelming,854,57
38563,effort,854,505
38564,countless,854,47
38565,avoiding,854,80
38566,accomplishment,854,90
38567,aim,854,327
38568,determined,854,253
38569,overcome,854,279
38570,outcome,854,97
38571,odds,854,149
38572,failing,854,116
38573,defined,854,59
38574,encouragement,854,52
38575,huge,854,563
38576,trials,854,239
38577,struggles,854,60
38578,excuses,854,133
38579,meets,854,89
38580,temporary,854,179
38581,accomplish,854,164
38582,connected,854,78
38583,destined,854,68
38584,failures,854,1605
38585,measured,854,468
38586,achievement,854,446
38587,life's,854,261
38588,obstacles,854,255
38589,element,854,80
38590,position,854,346
38591,requires,854,397
38592,represent,855,313
38593,nonsense,855,864
38594,trade,855,4017
38595,counts,855,211
38596,cafe,855,2498
38597,chosen,855,422
38598,interesting,855,665
38599,romance,855,149
38600,remaining,855,235
38601,thin,855,323
38602,mushroom,855,98
38603,world,855,14191
38604,spice,855,215
38605,weapon,855,156
38606,earn,855,102
38607,wise,855,240
38608,center,855,532
38609,wouldnt,855,1172
38610,wouldn't,855,6014
38611,rack,855,143
38612,places,855,342
38613,tall,855,215
38614,skinny,855,155
38615,steal,855,205
38616,average,855,211
38617,isn't,855,1357
38618,strongly,856,41
38619,tasted,856,247
38620,exists,856,187
38621,hunger,856,1620
38622,dreamed,856,146
38623,satisfied,856,1596
38624,sting,856,32
38625,satisfaction,856,349
38626,consumed,856,41
38627,crave,856,175
38628,simply,856,277
38629,changing,856,255
38630,deepest,856,47
38631,embrace,856,132
38632,consume,856,190
38633,satisfying,856,199
38634,genuine,856,41
38635,combined,856,70
38636,incredible,856,646
38637,achievement,856,78
38638,robert,856,156
38639,torn,856,424
38640,guaranteed,856,106
38641,craving,856,140
38642,content,856,533
38643,favor,856,412
38644,fountain,856,75
38645,useless,856,388
38646,frustration,856,174
38647,denied,856,312
38648,strike,856,176
38649,wanting,856,548
38650,improve,856,477
38651,one's,856,177
38652,heart's,856,560
38653,satisfy,856,988
38654,intend,856,30
38655,desires,856,623
38656,opposite,856,197
38657,fire,856,1266
38658,explanation,856,211
38659,frost,856,60
38660,reach,856,381
38661,refused,856,40
38662,muse,856,51
38663,discover,856,85
38664,delight,856,52
38665,privilege,856,30
38666,lust,856,180
38667,drain,856,56
38668,brooks,856,36
38669,curiosity,856,105
38670,ambition,856,151
38671,betrayed,856,55
38672,world,856,4736
38673,spark,856,232
38674,overwhelming,856,73
38675,intense,856,250
38676,witness,856,81
38677,destruction,856,370
38678,desire,856,5231
38679,longing,856,469
38680,foolish,856,144
38681,feeds,856,45
38682,deserved,856,128
38683,inspired,856,166
38684,wreck,856,55
38685,keen,856,63
38686,logical,856,28
38687,despair,856,70
38688,hopeless,856,129
38689,stopping,856,266
38690,pleasure,856,166
38691,possess,856,71
38692,difficult,856,425
38693,require,856,58
38694,greed,856,63
38695,fulfill,856,58
38696,sweetheart,857,84
38697,advance,857,461
38698,returns,857,121
38699,meeee,857,81
38700,meee,857,74
38701,papa,857,177
38702,mommy,857,828
38703,wishing,857,1491
38704,brother,857,787
38705,greet,857,103
38706,dearest,857,551
38707,momma,857,279
38708,birthday,857,29302
38709,beloved,857,272
38710,mama,857,394
38711,daddy,857,962
38712,mwah,857,57
38713,belated,857,640
38714,happy,857,43093
38715,stare,850,58
38716,blew,850,108
38717,lonely,850,202
38718,babe,850,201
38719,don't,850,31669
38720,stole,850,91
38721,consuming,850,42
38722,undo,850,161
38723,stay,850,1375
38724,explode,850,90
38725,hear,850,783
38726,touch,850,895
38727,brag,850,47
38728,surrender,850,76
38729,wanna,850,33493
38730,comment,851,13482
38731,brave,851,545
38732,wall,851,5052
38733,describe,851,480
38734,results,851,1715
38735,reads,851,245
38736,participate,851,226
38737,heres,851,230
38738,interesting,851,2716
38739,creative,851,1688
38740,describes,851,4307
38741,encounter,851,592
38742,someones,851,158
38743,status,851,9921
38744,notice,851,863
38745,sharing,851,473
38746,responses,851,857
38747,completed,851,486
38748,friends,851,11249
38749,let's,851,3636
38750,met,851,5079
38751,fb,851,4858
38752,letter,851,3268
38753,personally,851,808
38754,post,851,6080
38755,copy,851,10149
38756,paste,851,4527
38757,here's,851,2563
38758,instructions,851,337
38759,task,851,3155
38760,word,851,21113
38761,else's,851,470
38762,list,851,4506
38763,honest,851,720
38764,leave,851,10570
38765,someone's,851,465
38766,amazed,851,3029
38767,hairy,852,395
38768,salon,852,1258
38769,pony,852,163
38770,mums,852,639
38771,mornings,852,1859
38772,expect,852,1148
38773,showers,852,1972
38774,cuts,852,541
38775,repost,852,902
38776,bags,852,1879
38777,nights,852,2094
38778,late,852,2258
38779,legs,852,537
38780,mom's,852,429
38781,gave,852,1910
38782,circles,852,1202
38783,designer,852,1190
38784,return,852,1317
38785,moms,852,4922
38786,early,852,2075
38787,diaper,852,1062
38788,mom,852,2832
38789,dark,852,1874
38790,aren't,852,1094
38791,helping,852,1556
38792,longer,852,816
38793,wouldnt,852,251
38794,wouldn't,852,1386
38795,quick,852,1454
38796,flops,852,45
38797,traded,852,1359
38798,drawing,852,335
38799,twelve,819,138
38800,bomb,819,307
38801,essence,819,108
38802,midnight,819,363
38803,valuable,819,85
38804,clocks,819,110
38805,slower,819,106
38806,dragging,819,78
38807,sheesh,819,81
38808,swings,819,73
38809,clock,819,4188
38810,sane,819,67
38811,strike,819,243
38812,struck,819,155
38813,c'mon,819,234
38814,jerk,819,1442
38815,o'clock,819,1838
38816,rhyme,819,56
38817,strikes,819,487
38818,hurry,819,2505
38819,logical,819,64
38820,timing,819,250
38821,tick,819,4142
38822,faster,819,248
38823,unreal,819,160
38824,stream,858,109
38825,played,858,626
38826,recorded,858,54
38827,hearing,858,261
38828,heard,858,2655
38829,radio,858,13887
38830,artists,858,70
38831,alternative,858,62
38832,playlist,858,94
38833,plays,858,458
38834,classical,858,38
38835,bbc,858,239
38836,station,858,2637
38837,music,858,4003
38838,local,858,261
38839,listen,858,3662
38840,dj,858,541
38841,listened,858,426
38842,song,858,3067
38843,blasting,858,52
38844,commercial,858,162
38845,companion,858,30
38846,listening,858,4980
38847,rocking,858,121
38848,fm,858,2911
38849,tune,858,1774
38850,listenin,858,166
38851,stereo,858,102
38852,stations,858,627
38853,jamming,858,90
38854,tuned,858,86
38855,itunes,858,141
38856,jammin,858,74
38857,adjust,858,36
38858,pandora,858,3262
38859,tunes,858,185
38860,audio,858,39
38861,playing,858,1666
38862,songs,858,1774
38863,bryan,859,225
38864,jason,859,8495
38865,concert,859,877
38866,luke,859,211
38867,arnold,859,69
38868,li,859,148
38869,badass,859,75
38870,remedy,859,31
38871,peed,859,53
38872,terry,859,188
38873,kelly,859,401
38874,mel,859,155
38875,austin,859,204
38876,eric,859,259
38877,identity,859,100
38878,girlies,6,137
38879,marcus,6,1304
38880,movin,6,99
38881,infinity,6,60
38882,seein,6,482
38883,tommorow,6,230
38884,hopin,6,81
38885,wi,6,145
38886,foward,6,878
38887,tommorrow,6,120
38888,tonite,6,456
38889,catching,6,302
38890,lookin,6,11937
38891,forward,6,17822
38892,morn,6,51
38893,ward,6,2042
38894,messy,6,172
38895,tomorow,6,210
38896,cookin,6,88
38897,golden,740,421
38898,chicks,740,182
38899,assholes,740,284
38900,dudes,740,189
38901,manly,740,41
38902,alike,740,66
38903,offense,740,87
38904,girl,740,2418
38905,nowadays,740,98
38906,confusing,740,155
38907,attract,740,32
38908,girls,740,26396
38909,jerks,740,717
38910,asses,740,94
38911,attractive,740,272
38912,prefer,740,76
38913,hottest,740,146
38914,dating,740,195
38915,girl's,740,120
38916,females,740,101
38917,jerk,740,149
38918,prettiest,740,257
38919,flirting,740,110
38920,girlfriends,740,533
38921,boys,740,1574
38922,guy's,740,129
38923,immature,740,58
38924,guys,740,17798
38925,lesbian,740,71
38926,flirt,740,599
38927,arent,740,113
38928,kissing,740,223
38929,guy,740,2928
38930,boyfriends,740,372
38931,givin,741,38
38932,wut,741,78
38933,fone,741,277
38934,aint,741,1485
38935,cus,741,476
38936,sayin,741,236
38937,imma,741,682
38938,poppin,741,111
38939,actin,741,60
38940,bout,741,1352
38941,callin,741,78
38942,(=,741,25
38943,bein,741,227
38944,ppls,741,37
38945,trippin,741,226
38946,gettin,741,876
38947,ughh,741,271
38948,eff,741,81
38949,startin,741,212
38950,hype,741,284
38951,nerves,741,139
38952,yall,741,328
38953,dis,741,1227
38954,nigga,741,435
38955,gunna,741,289
38956,neva,741,128
38957,sheesh,741,71
38958,gon,741,136
38959,sum,741,901
38960,mines,741,38
38961,smh,741,2740
38962,lolz,741,155
38963,rite,741,803
38964,ima,741,1346
38965,kool,741,166
38966,lmfao,741,363
38967,meh,741,386
38968,laughin,741,55
38969,skool,741,608
38970,swear,741,286
38971,upp,741,90
38972,idc,741,68
38973,mann,741,571
38974,aha,741,138
38975,makin,741,254
38976,dudes,741,107
38977,ppl,741,1802
38978,wit,741,1880
38979,duh,741,608
38980,wack,741,122
38981,killin,741,60
38982,aye,741,133
38983,frm,741,164
38984,dnt,741,837
38985,tryna,741,657
38986,females,741,82
38987,hmu,741,232
38988,jus,741,2814
38989,ughhh,741,109
38990,sumthin,741,106
